FIPS,yield,Year,lat,lon,Precipitation January,Precipitation February,Precipitation March,Precipitation April,Precipitation May,Precipitation June,Precipitation July,Precipitation August,Precipitation September,Precipitation October,Precipitation November,Precipitation December,Average Temperature January,Average Temperature February,Average Temperature March,Average Temperature April,Average Temperature May,Average Temperature June,Average Temperature July,Average Temperature August,Average Temperature September,Average Temperature October,Average Temperature November,Average Temperature December,Maximum Temperature January,Maximum Temperature February,Maximum Temperature March,Maximum Temperature April,Maximum Temperature May,Maximum Temperature June,Maximum Temperature July,Maximum Temperature August,Maximum Temperature September,Maximum Temperature October,Maximum Temperature November,Maximum Temperature December,Minimum Temperature January,Minimum Temperature February,Minimum Temperature March,Minimum Temperature April,Minimum Temperature May,Minimum Temperature June,Minimum Temperature July,Minimum Temperature August,Minimum Temperature September,Minimum Temperature October,Minimum Temperature November,Minimum Temperature December,Heating Degree Days January,Heating Degree Days February,Heating Degree Days March,Heating Degree Days April,Heating Degree Days May,Heating Degree Days June,Heating Degree Days July,Heating Degree Days August,Heating Degree Days September,Heating Degree Days October,Heating Degree Days November,Heating Degree Days December,Cooling Degree Days January,Cooling Degree Days February,Cooling Degree Days March,Cooling Degree Days April,Cooling Degree Days May,Cooling Degree Days June,Cooling Degree Days July,Cooling Degree Days August,Cooling Degree Days September,Cooling Degree Days October,Cooling Degree Days November,Cooling Degree Days December,crop
05123,47.1,1995,35.02201855031238,-90.74828351211721,5.58,1.98,2.47,5.71,4.42,2.47,6.19,1.49,0.95,2.83,4.07,3.76,40.9,43.4,54.0,61.7,70.1,76.3,80.3,83.1,70.5,63.3,47.4,41.2,48.9,53.6,64.3,72.7,80.0,86.6,90.2,93.3,81.9,76.6,58.0,49.0,32.8,33.2,43.7,50.7,60.2,66.0,70.5,72.8,59.0,50.0,36.8,33.3,748.0,605.0,364.0,138.0,23.0,0.0,0.0,0.0,23.0,125.0,528.0,738.0,0.0,0.0,22.0,40.0,182.0,340.0,475.0,560.0,187.0,72.0,0.0,0.0,Wheat
05147,50.0,1995,35.18745044843518,-91.24012617511622,5.19,1.98,3.42,6.45,4.11,2.84,4.7,0.81,1.0,3.01,3.52,3.7,40.9,43.7,54.1,61.2,69.7,76.3,80.6,83.3,70.1,62.9,47.2,40.4,49.2,54.2,64.4,72.6,79.6,86.8,90.6,94.2,81.6,76.6,58.2,48.2,32.6,33.1,43.8,49.9,59.7,65.9,70.4,72.4,58.5,49.2,36.2,32.4,747.0,598.0,362.0,147.0,26.0,0.0,0.0,0.0,26.0,129.0,534.0,764.0,0.0,0.0,23.0,34.0,171.0,340.0,482.0,567.0,178.0,63.0,0.0,0.0,Wheat
05021,43.1,1995,36.369433954716385,-90.41432289094959,3.79,2.29,2.02,4.24,4.56,5.36,5.29,1.72,3.29,2.73,3.75,2.59,38.0,41.3,52.0,59.7,67.8,75.2,78.7,81.7,67.8,60.8,44.4,37.6,46.1,52.0,64.1,72.1,77.3,86.0,88.8,92.4,78.8,74.6,55.0,45.3,30.0,30.5,40.0,47.2,58.2,64.5,68.5,71.0,56.6,47.1,33.8,29.9,835.0,664.0,420.0,184.0,48.0,0.0,0.0,0.0,48.0,167.0,617.0,850.0,0.0,0.0,18.0,24.0,135.0,307.0,424.0,518.0,130.0,38.0,0.0,0.0,Wheat
05031,53.3,1995,35.83017795258183,-90.63236624495251,4.56,1.45,2.19,4.95,3.27,2.47,5.56,2.4,3.17,3.18,4.23,2.46,39.4,42.5,53.0,60.2,68.7,76.0,79.5,82.2,68.5,61.7,45.0,38.6,47.6,53.0,64.4,71.6,78.2,86.4,89.4,92.4,79.3,74.8,55.5,46.1,31.3,31.9,41.4,48.9,59.2,65.4,69.7,72.0,57.8,48.6,34.5,31.2,793.0,631.0,394.0,169.0,37.0,0.0,0.0,0.0,38.0,150.0,600.0,818.0,0.0,0.0,21.0,26.0,152.0,329.0,451.0,532.0,144.0,47.0,0.0,0.0,Wheat
05055,43.8,1995,36.117422692841124,-90.56164429440152,4.22,1.75,1.77,4.89,3.51,3.39,5.31,2.28,3.63,3.03,3.94,2.56,38.6,41.8,52.2,59.8,68.3,75.6,79.0,81.7,68.0,61.4,44.7,38.0,46.8,52.5,63.9,71.7,77.9,86.2,89.1,92.0,79.0,74.6,55.2,45.4,30.4,31.1,40.5,48.0,58.7,64.9,68.9,71.4,57.1,48.1,34.2,30.5,819.0,650.0,414.0,179.0,40.0,0.0,0.0,0.0,44.0,155.0,609.0,838.0,0.0,0.0,18.0,24.0,143.0,318.0,435.0,518.0,134.0,42.0,0.0,0.0,Wheat
05063,38.6,1995,35.742068241861844,-91.5687028167224,3.95,1.88,2.44,5.34,5.19,3.15,3.72,1.35,2.67,3.96,4.65,3.99,38.7,42.7,52.0,59.3,66.9,73.9,78.9,82.4,68.1,61.3,45.9,39.1,47.4,53.9,63.1,71.1,76.3,84.4,89.9,94.2,79.3,75.4,57.2,47.4,29.9,31.5,40.9,47.5,57.5,63.4,68.0,70.4,56.8,47.2,34.6,30.8,816.0,624.0,420.0,192.0,54.0,0.0,0.0,0.0,45.0,156.0,572.0,803.0,0.0,0.0,17.0,20.0,114.0,272.0,432.0,538.0,138.0,41.0,0.0,0.0,Wheat
05067,39.0,1995,35.597365547457706,-91.21430003448522,4.92,1.8,2.86,5.56,4.81,2.79,4.28,1.53,1.63,3.23,4.02,3.57,39.9,42.6,53.0,60.1,68.3,75.5,79.9,82.6,68.9,61.9,46.0,39.2,48.2,53.1,64.1,71.5,77.8,85.8,89.9,93.5,80.2,75.6,56.9,46.9,31.6,32.2,42.0,48.7,58.8,65.3,69.8,71.7,57.6,48.2,35.2,31.4,779.0,626.0,391.0,172.0,39.0,0.0,0.0,0.0,35.0,146.0,569.0,801.0,0.0,0.0,20.0,25.0,141.0,316.0,461.0,545.0,154.0,49.0,0.0,0.0,Wheat
05075,45.6,1995,36.04245688584105,-91.10834358837712,4.05,1.98,2.12,4.53,3.66,3.38,5.15,2.64,3.92,2.73,4.31,3.74,38.4,41.3,51.8,59.2,67.3,74.9,79.2,82.0,67.4,61.0,44.7,38.0,47.0,52.2,63.9,71.2,76.7,85.4,89.7,92.8,78.4,75.0,56.0,45.7,29.7,30.4,39.8,47.1,57.9,64.4,68.8,71.1,56.4,47.0,33.3,30.2,826.0,662.0,425.0,194.0,51.0,0.0,0.0,0.0,52.0,163.0,610.0,838.0,0.0,0.0,17.0,19.0,123.0,296.0,441.0,525.0,125.0,39.0,0.0,0.0,Wheat
05093,45.8,1995,35.764488901450235,-90.05513515072195,4.54,1.48,1.74,5.52,3.96,3.58,7.89,3.03,1.75,3.69,5.55,1.9,40.1,42.2,54.2,61.4,69.7,76.6,79.6,82.3,69.8,62.0,45.4,39.8,47.8,52.6,65.4,72.8,78.9,86.8,89.2,92.1,80.8,74.9,55.3,48.0,32.3,31.9,42.9,49.9,60.5,66.4,70.0,72.4,58.7,49.2,35.6,31.6,773.0,638.0,361.0,146.0,30.0,0.0,0.0,0.0,28.0,147.0,587.0,781.0,0.0,0.0,26.0,37.0,175.0,347.0,452.0,535.0,170.0,55.0,0.0,0.0,Wheat
05111,53.6,1995,35.57320915594586,-90.66321276124471,4.95,1.71,2.69,5.3,4.26,2.37,5.64,2.43,2.02,3.23,4.44,2.43,40.0,42.7,53.3,60.7,69.3,76.2,79.8,82.4,69.1,62.2,45.7,39.5,48.2,53.1,64.4,71.7,78.9,86.6,89.5,92.6,80.2,75.3,56.2,47.1,31.9,32.2,42.2,49.6,59.6,65.7,70.2,72.3,58.1,49.1,35.2,32.0,773.0,626.0,384.0,159.0,32.0,0.0,0.0,0.0,34.0,142.0,580.0,789.0,0.0,0.0,21.0,29.0,164.0,335.0,460.0,541.0,158.0,56.0,0.0,0.0,Wheat
05121,45.8,1995,36.34273914277803,-91.02509799295245,3.41,2.21,2.24,4.04,3.95,4.72,5.26,2.5,4.0,2.39,3.76,3.56,37.0,40.3,51.0,58.4,66.5,73.8,78.3,81.1,66.6,59.9,43.8,37.2,45.8,51.6,63.3,71.0,76.3,84.6,89.0,92.1,77.8,74.3,55.5,45.3,28.2,29.0,38.8,45.8,56.8,63.0,67.6,70.0,55.4,45.4,32.1,29.1,868.0,691.0,448.0,215.0,62.0,0.0,0.0,0.0,64.0,188.0,635.0,861.0,0.0,0.0,15.0,16.0,109.0,268.0,412.0,498.0,111.0,28.0,0.0,0.0,Wheat
05145,44.5,1995,35.25631145026328,-91.74526551946333,4.48,1.89,3.54,6.03,4.15,2.81,3.81,0.78,1.34,2.78,3.51,3.87,40.9,44.3,53.6,60.4,68.8,75.1,80.5,83.7,70.2,62.8,47.4,40.0,50.0,55.5,64.0,72.1,78.5,85.7,91.3,95.5,81.4,76.7,58.6,48.2,31.8,33.0,43.2,48.7,59.1,64.5,69.7,71.9,58.9,48.9,36.1,31.8,747.0,580.0,374.0,162.0,31.0,0.0,0.0,0.0,24.0,127.0,529.0,776.0,0.0,0.0,21.0,26.0,149.0,303.0,480.0,580.0,179.0,57.0,0.0,0.0,Wheat
05007,30.0,1995,36.33792733918589,-94.24979930634792,4.75,1.24,2.94,7.45,6.84,6.85,3.82,0.56,3.86,2.38,2.01,3.51,36.7,41.7,49.2,56.5,63.5,70.9,77.7,80.7,67.1,59.0,44.9,37.4,47.1,53.8,60.3,68.3,72.8,81.4,88.8,93.2,77.7,73.4,58.0,46.2,26.3,29.6,38.1,44.6,54.3,60.4,66.6,68.3,56.5,44.6,31.8,28.7,877.0,651.0,501.0,267.0,109.0,18.0,0.0,0.0,67.0,211.0,603.0,855.0,0.0,0.0,11.0,12.0,63.0,195.0,395.0,488.0,129.0,24.0,0.0,0.0,Wheat
05019,20.0,1995,34.04538624940219,-93.17298817037864,5.66,2.89,3.45,6.44,5.44,3.64,2.74,1.29,3.12,1.65,2.34,4.0,43.1,46.2,55.2,61.1,69.6,75.5,81.1,84.8,71.8,63.0,50.0,42.0,53.1,59.0,66.8,73.9,80.1,87.7,92.9,97.8,83.8,78.6,64.0,51.8,33.1,33.3,43.6,48.3,59.0,63.2,69.4,71.7,59.9,47.4,35.9,32.3,678.0,527.0,326.0,145.0,21.0,0.0,0.0,0.0,15.0,125.0,451.0,712.0,0.0,0.0,22.0,28.0,162.0,314.0,500.0,613.0,220.0,63.0,0.0,0.0,Wheat
05003,40.0,1995,33.19141779494848,-91.76922328756731,6.26,4.35,6.73,7.31,3.09,2.27,5.2,1.46,1.33,1.08,1.86,6.27,46.3,48.5,57.7,63.7,72.5,77.2,81.7,84.0,73.5,64.4,51.1,44.6,55.8,59.9,68.1,75.7,83.1,88.8,91.8,95.6,86.8,80.1,65.0,54.5,36.8,37.2,47.3,51.7,61.8,65.5,71.6,72.3,60.2,48.7,37.3,34.6,587.0,466.0,262.0,97.0,7.0,0.0,0.0,0.0,6.0,100.0,416.0,634.0,7.0,5.0,36.0,59.0,238.0,365.0,517.0,587.0,262.0,81.0,0.0,0.0,Wheat
05017,33.0,1995,33.26267594276371,-91.29432327764137,6.12,4.8,7.48,9.09,3.79,3.32,5.76,1.96,1.31,1.37,2.35,6.27,46.1,47.7,57.8,64.6,73.6,77.9,82.1,83.9,73.9,64.8,51.1,44.4,55.4,58.3,67.9,76.2,84.0,88.8,91.9,95.0,86.9,79.2,63.8,53.6,36.8,37.1,47.8,53.0,63.2,66.9,72.2,72.7,60.9,50.4,38.4,35.1,594.0,489.0,259.0,83.0,5.0,0.0,0.0,0.0,6.0,92.0,418.0,640.0,8.0,0.0,37.0,71.0,272.0,386.0,529.0,585.0,273.0,88.0,0.0,0.0,Wheat
05041,46.9,1995,33.83296481955856,-91.26627753652414,5.37,3.0,6.11,6.66,3.31,2.98,4.6,1.19,0.63,2.34,2.18,7.3,43.9,45.9,56.7,63.3,72.0,77.3,81.8,84.0,73.2,64.4,50.2,42.9,52.6,56.4,66.4,74.3,82.2,87.7,91.7,94.8,85.8,79.2,61.9,51.6,35.2,35.4,47.0,52.3,61.9,66.9,71.8,73.1,60.5,49.5,38.4,34.2,653.0,535.0,290.0,105.0,10.0,0.0,0.0,0.0,9.0,102.0,445.0,685.0,0.0,0.0,33.0,54.0,228.0,368.0,520.0,588.0,253.0,83.0,0.0,0.0,Wheat
05043,43.1,1995,33.59000712713285,-91.71896475163751,5.7,3.18,6.14,6.29,4.02,3.35,4.34,1.35,1.78,1.25,2.04,6.89,44.8,47.2,56.6,63.1,71.9,76.9,81.7,84.2,73.4,64.4,50.9,43.7,53.9,58.2,66.7,74.7,81.9,87.9,91.8,95.4,86.3,79.6,63.6,53.1,35.7,36.1,46.5,51.5,61.8,65.9,71.6,72.9,60.6,49.2,38.2,34.4,625.0,499.0,291.0,107.0,10.0,0.0,0.0,0.0,8.0,102.0,424.0,659.0,0.0,0.0,31.0,49.0,223.0,357.0,517.0,594.0,261.0,83.0,0.0,0.0,Wheat
05069,48.7,1995,34.27270430078464,-91.93595268708837,5.6,2.46,5.03,5.6,3.54,2.26,3.84,1.09,0.74,1.75,2.43,5.97,43.2,46.1,55.2,62.3,70.8,76.8,81.9,84.6,71.9,63.7,50.0,42.4,52.0,57.4,65.4,73.8,80.6,87.7,92.4,95.8,83.6,78.4,62.3,50.8,34.3,34.8,45.0,50.8,60.9,66.0,71.3,73.3,60.3,49.1,37.7,34.0,676.0,528.0,329.0,123.0,15.0,0.0,0.0,0.0,15.0,113.0,451.0,699.0,0.0,0.0,26.0,43.0,193.0,355.0,523.0,606.0,223.0,73.0,0.0,0.0,Wheat
05079,61.5,1995,33.96137470112802,-91.73350366893796,5.2,2.76,5.37,5.72,3.89,2.66,4.06,0.98,1.1,1.95,2.28,7.56,43.7,46.4,55.9,62.6,71.2,77.0,82.0,84.3,72.7,64.0,50.5,42.9,52.4,57.3,65.8,73.7,81.1,87.5,92.3,95.3,84.9,79.2,62.5,51.7,35.0,35.6,46.0,51.5,61.3,66.4,71.7,73.3,60.5,48.9,38.4,34.2,660.0,520.0,312.0,117.0,12.0,0.0,0.0,0.0,11.0,108.0,436.0,684.0,0.0,0.0,29.0,45.0,205.0,359.0,526.0,597.0,243.0,77.0,0.0,0.0,Wheat
05073,31.7,1995,33.24169161748965,-93.60453800161136,5.78,2.28,2.74,5.55,3.52,2.44,2.89,1.45,4.12,0.99,1.56,4.98,45.5,48.6,56.8,62.1,71.1,76.6,82.1,85.1,74.2,64.2,52.0,45.6,55.3,61.0,67.8,74.1,81.2,88.3,93.2,98.0,86.4,79.7,65.8,55.4,35.7,36.1,45.8,50.0,61.0,64.8,71.0,72.3,61.9,48.7,38.2,35.8,604.0,464.0,283.0,126.0,10.0,0.0,0.0,0.0,6.0,101.0,393.0,600.0,0.0,0.0,30.0,38.0,200.0,346.0,531.0,624.0,281.0,77.0,0.0,0.0,Wheat
05081,34.0,1995,33.69785222846738,-94.22867540165815,5.92,2.05,2.65,6.88,5.24,2.47,2.25,1.69,3.85,0.73,2.43,3.62,44.3,48.1,55.7,60.8,69.6,75.9,81.9,84.6,73.2,63.6,51.1,44.4,54.2,60.1,66.5,72.5,79.6,87.1,93.0,97.5,84.4,78.6,65.1,53.6,34.3,36.1,44.8,49.2,59.6,64.6,70.8,71.7,62.0,48.5,37.1,35.1,642.0,473.0,312.0,149.0,19.0,0.0,0.0,0.0,8.0,110.0,417.0,639.0,0.0,0.0,23.0,24.0,161.0,326.0,523.0,608.0,254.0,65.0,0.0,0.0,Wheat
05091,33.3,1995,33.30819289211008,-93.89105418075319,5.67,2.35,2.6,6.22,3.77,1.88,2.09,1.33,3.59,1.15,1.53,3.84,45.5,48.8,56.7,62.1,71.0,77.0,82.7,85.6,74.2,64.3,52.0,45.7,55.1,60.8,67.3,73.7,80.9,88.4,93.9,98.5,85.9,79.4,65.8,54.9,35.9,36.8,46.0,50.4,61.1,65.6,71.6,72.6,62.5,49.1,38.2,36.5,604.0,459.0,287.0,124.0,11.0,0.0,0.0,0.0,6.0,100.0,395.0,599.0,0.0,0.0,29.0,37.0,197.0,360.0,550.0,638.0,282.0,77.0,0.0,0.0,Wheat
05033,35.0,1995,35.58599516960116,-94.24471631085892,4.69,1.16,2.47,6.46,6.88,6.08,4.71,0.8,4.43,3.33,2.1,3.65,39.2,43.3,51.6,58.6,66.1,72.4,79.3,82.2,69.1,60.5,47.1,39.2,49.4,55.8,62.3,70.6,75.3,83.0,90.4,94.6,79.0,74.5,60.4,48.1,28.9,30.9,40.9,46.6,56.9,61.8,68.2,69.7,59.2,46.5,33.8,30.2,801.0,606.0,427.0,207.0,62.0,8.0,0.0,0.0,40.0,174.0,538.0,801.0,0.0,0.0,13.0,15.0,97.0,231.0,443.0,533.0,162.0,35.0,0.0,0.0,Wheat
05047,30.0,1995,35.511689691020685,-93.89340435964634,4.48,0.89,2.45,6.83,7.61,6.98,4.95,1.0,3.09,3.08,2.42,3.65,39.3,43.1,51.7,58.7,66.0,72.6,79.2,82.4,68.6,60.7,46.7,39.1,49.0,55.4,62.5,70.6,75.2,83.2,90.3,94.6,78.6,74.6,59.6,47.7,29.7,30.8,40.8,46.7,56.7,61.9,68.0,70.2,58.7,46.9,33.8,30.6,795.0,613.0,427.0,205.0,64.0,8.0,0.0,0.0,43.0,168.0,549.0,802.0,0.0,0.0,13.0,15.0,94.0,235.0,439.0,540.0,152.0,36.0,0.0,0.0,Wheat
05083,38.2,1995,35.21664998189976,-93.71532773807311,4.84,0.83,2.81,5.19,5.83,5.22,4.63,0.77,2.62,2.03,2.27,4.34,40.4,44.4,52.9,59.4,67.4,73.6,80.2,83.5,69.5,61.8,47.9,40.3,49.9,56.9,64.0,71.5,76.9,84.7,91.5,96.0,79.8,76.1,61.3,49.5,30.8,31.9,41.9,47.3,57.8,62.6,68.8,70.9,59.2,47.6,34.6,31.2,764.0,577.0,391.0,187.0,45.0,5.0,0.0,0.0,33.0,144.0,512.0,765.0,0.0,0.0,17.0,19.0,118.0,264.0,470.0,572.0,168.0,46.0,0.0,0.0,Wheat
05115,34.0,1995,35.44611715046783,-93.03193775257105,4.48,1.37,3.14,5.83,5.56,4.47,4.74,0.68,2.99,2.84,3.0,4.3,39.1,43.2,51.6,58.2,66.2,72.7,79.0,82.9,68.4,60.6,46.5,38.7,48.4,55.8,62.7,70.7,75.8,83.6,90.3,95.4,79.2,74.8,59.5,47.8,29.8,30.6,40.4,45.6,56.6,61.7,67.7,70.4,57.6,46.4,33.6,29.6,803.0,610.0,429.0,219.0,61.0,6.0,0.0,0.0,40.0,170.0,554.0,815.0,0.0,0.0,12.0,14.0,99.0,235.0,434.0,555.0,142.0,32.0,0.0,0.0,Wheat
06001,47.0,1995,37.64335452169001,-121.88489694916821,9.11,0.31,8.31,1.52,1.21,0.66,0.01,0.0,0.0,0.01,0.06,6.48,51.0,52.5,51.9,55.0,58.6,64.9,71.2,71.1,68.3,64.4,58.6,51.3,56.0,59.8,59.9,64.4,67.8,75.8,82.6,84.1,80.2,76.8,69.4,58.2,46.0,45.3,43.9,45.6,49.4,53.9,59.7,58.2,56.3,52.1,47.8,44.3,434.0,349.0,406.0,305.0,208.0,63.0,0.0,0.0,16.0,68.0,201.0,426.0,0.0,0.0,0.0,0.0,10.0,60.0,194.0,192.0,114.0,51.0,7.0,0.0,Wheat
06013,69.8,1995,37.91871569843278,-121.9303861109752,9.87,0.23,8.55,1.19,1.28,0.63,0.0,0.0,0.0,0.01,0.04,6.62,49.9,52.9,52.6,56.1,59.6,66.2,72.0,72.7,69.7,65.3,59.2,50.9,54.7,60.6,60.8,66.2,69.7,78.0,84.6,86.9,83.0,78.5,70.5,57.9,45.1,45.2,44.4,46.0,49.6,54.3,59.5,58.4,56.3,52.2,47.9,43.9,469.0,338.0,386.0,273.0,185.0,54.0,0.0,0.0,10.0,57.0,184.0,436.0,0.0,0.0,0.0,7.0,18.0,89.0,221.0,238.0,150.0,67.0,12.0,0.0,Wheat
06053,42.2,1995,36.21777146135095,-121.23760877422183,13.77,1.18,11.2,1.28,0.94,0.42,0.08,0.0,0.0,0.0,0.1,3.59,50.7,53.4,52.5,54.0,58.3,64.0,70.5,70.0,67.6,62.5,58.3,51.1,57.5,63.6,62.8,67.0,70.1,79.5,87.2,87.5,83.9,78.8,72.9,61.1,43.9,43.2,42.3,41.1,46.4,48.4,53.8,52.4,51.4,46.2,43.7,41.0,443.0,325.0,387.0,328.0,217.0,72.0,0.0,0.0,20.0,105.0,209.0,432.0,0.0,0.0,0.0,0.0,8.0,40.0,176.0,158.0,99.0,29.0,9.0,0.0,Wheat
06069,51.0,1995,36.60784534785252,-121.07499233174399,10.53,1.03,8.27,1.24,1.04,0.36,0.11,0.0,0.0,0.0,0.1,3.13,48.0,52.0,50.1,53.3,57.9,65.6,72.9,73.4,69.8,63.7,58.4,49.0,54.2,61.3,59.4,64.9,69.1,80.0,88.1,89.3,84.9,79.0,71.8,58.2,41.6,42.6,40.8,41.7,46.8,51.3,57.6,57.5,54.7,48.3,44.9,39.7,529.0,365.0,461.0,356.0,230.0,57.0,0.0,0.0,10.0,91.0,211.0,497.0,0.0,0.0,0.0,0.0,11.0,76.0,247.0,261.0,152.0,50.0,12.0,0.0,Wheat
06079,24.2,1995,35.3871657560846,-120.4044726426928,13.29,1.67,11.57,0.79,0.93,0.26,0.0,0.0,0.0,0.01,0.23,2.34,50.3,53.7,52.7,54.1,58.0,64.6,71.0,71.8,69.1,63.2,58.1,50.8,56.9,64.2,62.0,66.7,69.0,79.5,86.9,88.8,85.4,79.2,72.5,61.5,43.6,43.2,43.4,41.5,46.9,49.8,55.1,54.8,52.8,47.2,43.7,40.2,457.0,316.0,381.0,330.0,226.0,65.0,0.0,0.0,12.0,93.0,216.0,439.0,0.0,0.0,0.0,0.0,8.0,54.0,191.0,215.0,134.0,37.0,9.0,0.0,Wheat
06085,78.0,1995,37.23308435171519,-121.69134054736949,12.44,0.59,11.15,2.4,1.46,0.69,0.04,0.0,0.0,0.0,0.19,6.64,50.1,51.8,50.4,53.4,57.2,64.0,70.9,70.8,68.2,63.8,57.9,50.0,55.1,60.0,59.3,63.9,67.2,76.4,83.7,84.9,80.8,77.0,69.2,58.0,45.0,43.7,41.5,42.9,47.2,51.7,58.1,56.7,55.4,50.4,46.6,41.9,463.0,368.0,453.0,348.0,250.0,77.0,0.0,0.0,17.0,83.0,221.0,466.0,0.0,0.0,0.0,0.0,7.0,48.0,187.0,183.0,111.0,45.0,7.0,0.0,Wheat
06097,44.0,1995,38.529902853507046,-122.89170272092859,28.41,0.79,18.52,3.8,2.37,0.73,0.0,0.0,0.0,0.01,0.5,13.71,50.4,52.5,50.5,53.1,56.8,62.0,67.3,67.2,65.8,61.7,56.6,50.5,54.7,60.7,59.0,63.0,66.3,73.1,80.3,81.9,78.8,75.3,67.9,57.1,46.2,44.4,42.0,43.1,47.3,50.8,54.3,52.5,52.8,48.1,45.4,43.9,451.0,349.0,448.0,358.0,257.0,111.0,13.0,13.0,41.0,117.0,254.0,450.0,0.0,0.0,0.0,0.0,0.0,20.0,85.0,81.0,65.0,16.0,0.0,0.0,Wheat
06035,41.3,1995,40.67394684960929,-120.59398272514655,8.52,1.32,7.69,4.49,2.41,2.31,0.84,0.0,0.01,0.09,0.35,6.74,32.7,40.0,35.8,39.8,48.4,55.0,63.2,63.3,60.2,49.3,43.5,34.5,38.4,53.0,45.0,50.9,59.2,68.2,79.3,81.3,77.2,65.8,57.2,42.7,27.0,27.0,26.6,28.8,37.5,41.7,47.0,45.3,43.1,32.8,29.9,26.4,1001.0,700.0,905.0,754.0,516.0,307.0,105.0,103.0,166.0,486.0,644.0,945.0,0.0,0.0,0.0,0.0,0.0,6.0,49.0,50.0,21.0,0.0,0.0,0.0,Wheat
06049,80.0,1995,41.58918983011259,-120.72377634094993,5.05,1.05,5.37,3.98,2.04,2.34,0.46,0.01,0.05,0.36,0.73,6.13,33.1,40.5,35.9,39.8,49.3,54.6,63.5,62.6,59.9,47.9,43.1,34.1,38.8,53.3,45.0,51.3,60.9,67.7,79.5,80.6,76.8,64.4,55.2,42.0,27.4,27.6,26.7,28.3,37.7,41.5,47.5,44.6,43.0,31.3,30.9,26.3,988.0,687.0,903.0,756.0,486.0,318.0,101.0,116.0,175.0,531.0,658.0,957.0,0.0,0.0,0.0,0.0,0.0,6.0,55.0,43.0,23.0,0.0,0.0,0.0,Wheat
06007,45.7,1995,39.66955204165926,-121.59797595809441,26.17,1.62,20.35,6.54,4.01,2.67,0.04,0.0,0.0,0.0,0.25,11.82,46.3,51.1,48.7,53.5,60.0,67.1,74.3,75.0,71.3,63.7,56.8,46.9,50.9,61.0,57.0,64.9,71.5,80.2,89.2,90.9,86.8,78.7,69.0,54.4,41.6,41.2,40.4,42.2,48.6,53.9,59.4,59.2,55.7,48.7,44.5,39.5,581.0,388.0,505.0,354.0,191.0,55.0,0.0,0.0,12.0,106.0,257.0,560.0,0.0,0.0,0.0,9.0,37.0,116.0,292.0,311.0,200.0,65.0,9.0,0.0,Wheat
06011,57.1,1995,39.17838734948549,-122.23765925625888,18.22,0.53,11.6,1.28,1.91,0.77,0.06,0.0,0.0,0.0,0.04,7.67,48.3,52.6,51.0,56.4,63.1,69.9,75.7,75.9,72.3,65.0,58.5,48.6,53.0,62.4,60.1,68.8,75.4,84.1,91.2,93.0,88.9,81.4,72.4,57.0,43.7,42.9,41.9,44.1,50.7,55.8,60.2,58.8,55.6,48.6,44.6,40.3,516.0,346.0,434.0,272.0,126.0,20.0,0.0,0.0,5.0,71.0,206.0,507.0,0.0,0.0,0.0,15.0,66.0,168.0,332.0,337.0,223.0,71.0,11.0,0.0,Wheat
06021,57.9,1995,39.59710833904799,-122.38779261045676,22.42,0.97,12.5,1.46,2.4,0.91,0.1,0.0,0.0,0.0,0.04,8.11,46.5,52.0,49.1,54.0,61.0,68.4,75.1,75.3,71.6,64.0,56.5,47.6,50.7,61.9,58.4,66.1,72.6,81.9,89.8,91.6,87.2,79.5,70.3,55.3,42.4,42.0,39.9,42.0,49.4,54.9,60.3,59.0,56.1,48.4,42.8,39.8,572.0,365.0,492.0,337.0,169.0,36.0,0.0,0.0,8.0,95.0,260.0,540.0,0.0,0.0,0.0,9.0,44.0,139.0,312.0,320.0,207.0,64.0,6.0,0.0,Wheat
06067,59.9,1995,38.45204405613055,-121.34184200406033,10.81,0.38,8.5,1.9,1.55,0.59,0.02,0.0,0.0,0.0,0.03,5.32,50.5,53.0,53.2,57.8,63.1,69.4,75.0,76.0,72.5,66.0,59.3,50.4,56.3,61.4,62.2,69.5,75.7,83.7,90.9,93.0,88.6,81.4,72.3,57.9,44.7,44.6,44.3,46.2,50.5,55.0,59.1,59.0,56.3,50.6,46.2,42.9,450.0,335.0,365.0,231.0,118.0,21.0,0.0,0.0,0.0,56.0,185.0,452.0,0.0,0.0,0.0,16.0,59.0,153.0,309.0,340.0,228.0,87.0,14.0,0.0,Wheat
06095,53.0,1995,38.267957529044196,-121.93118987701646,12.35,0.26,9.22,1.0,1.3,0.69,0.0,0.0,0.0,0.01,0.05,7.59,50.7,53.1,53.3,57.5,62.0,68.5,73.4,74.1,70.8,65.4,59.2,51.1,55.5,61.1,62.0,68.7,73.4,81.8,88.1,90.2,85.9,80.2,71.8,58.6,45.8,45.0,44.6,46.4,50.4,55.2,58.8,58.0,55.6,50.5,46.4,43.6,444.0,334.0,362.0,237.0,133.0,25.0,0.0,0.0,6.0,58.0,186.0,430.0,0.0,0.0,0.0,13.0,39.0,130.0,262.0,281.0,180.0,69.0,11.0,0.0,Wheat
